ham,symbol,unicode
hamfinger2 hamthumbacrossmod hamextfingeru hampalmu hamshouldertop hamlrat hamcircleu hammoveo hamsmallmod,alone,e002 e00d e020 e038 e050 e059 e095 e089 e0c6
hamsymmpar hamfist hamthumboutmod hamextfingeru hampalmd hamtouch hamchest hamnomotion hamplus hamflathand hamextfingero hampalmd hamchest hamcircled,altogether,e0e8 e000 e00c e020 e03c e0d1 e052 e0af e0e7 e001 e029 e03c e052 e094
,andhrapradesh,
hamfinger2 hamthumbacrossmod hamextfingerul hampalml hamcheek hamlrat hamtouch hammover hamsmallmod hamrepeatfromstart hamnomotion hamplus hamfinger2 hamthumbacrossmod hamfingerhookmod hamextfingeru hampalmu hamteeth hamtouch hamplus hamfinger23 hamfingerbendmod hamthumbacrossmod hamextfingeru hampalmdl hamshouldertop hamlrat hamclose hamreplace hamfinger23spread hamthumboutmod hamextfingeror hampalml hamplus hamcee12 hamextfingeror hampalml hamforehead hamlrat hamclose hammoved hamlargemod hamnomotion hamplus hamparbegin hamfinger23spread hamthumbacrossmod hamplus hamfinger23spread hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalmdl hambetween hampalml hamplus hamextfingerr hampalmd hamparend hamparbegin hammiddlefinger hamfingerpad hamplus hamindexfinger hamfingerpad hamparend hamtouch hamlips hamclose hamplus hamsymmlr hamfinger23 hamthumbacrossmod hamextfingerl hampalmd hamlips hamclose hamplus hamsymmlr hamfinger23 hamthumbacrossmod hamfingerbendmod hamextfingerl hampalmd hamlips hamclose hammover hamplus hamsymmlr hamfinger23 hamthumbacrossmod hamextfingerl hampalmd hamlips hamclose hamplus hamsymmlr hamfinger23 hamthumbacrossmod hamfingerbendmod hamextfingerl hampalmd hamlips hamclose hammover hamplus hamsymmlr hamflathand hamthumboutmod hamextfingeru hampalmu hamtouch hamshoulders hamclose hammoveo hamsmallmod hamrepeatfromstart,andrology,e002 e00d e027 e03e e049 e059 e0d1 e082 e0c6 e0d8 e0af e0e7 e002 e00d e012 e020 e038 e04c e0d1 e0e7 e003 e011 e00d e020 e03d e050 e059 e0d0 e0aa e004 e00c e02a e03e e0e7 e009 e02a e03e e042 e059 e0d0 e084 e0c7 e0af e0e7 e0e2 e004 e00d e0e7 e004 e00d e0e3 e0e2 e026 e03d e0e6 e03e e0e7 e022 e03c e0e3 e0e2 e072 e077 e0e7 e071 e077 e0e3 e0d1 e04a e0d0 e0e7 e0e9 e003 e00d e026 e03c e04a e0d0 e0e7 e0e9 e003 e00d e011 e026 e03c e04a e0d0 e082 e0e7 e0e9 e003 e00d e026 e03c e04a e0d0 e0e7 e0e9 e003 e00d e011 e026 e03c e04a e0d0 e082 e0e7 e0e9 e001 e00c e020 e038 e0d1 e051 e0d0 e089 e0c6 e0d8
hamsymmlr hamflathand hamthumboutmod hamextfingeril hampalmr hamshouldertop hamtouch hamreplace hamflathand hamfingerstraightmod hamextfingero hambetween hamextfingeril hampalml hamshouldertop hamclose hammover,angel,e0e9 e001 e00c e02b e03a e050 e0d1 e0aa e001 e010 e029 e0e6 e02b e03e e050 e0d0 e082
hamparbegin hamfinger2345 hamthumboutmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingerol hambetween hamextfingeru hampalmd hamplus hamextfingero hambetween hamextfingeru hampalmu hamparend hamparbegin hampalm hamplus hampalm hamparend hamclose hamchest hamclose hamplus hamsymmlr hamfinger2345 hamthumboutmod hamextfingeru hampalml hamplus hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerl hambetween hamextfingerol hampalmu hamplus hamextfingeru hampalmr hamparend hamparbegin hampinkyside hamplus hampinkyside hamparend hamclose hamneck hamclose hammoveu hamsmallmod hamrepeatfromstart hamplus hamsymmlr hamfist hamthumbacrossmod hamextfingeru hampalml hamshoulders hamclose hammover hamsmallmod hamfast hamrepeatfromstartseveral,antartica,e0e2 e005 e00c e0e7 e005 e00c e0e3 e0e2 e028 e0e6 e020 e03c e0e7 e029 e0e6 e020 e038 e0e3 e0e2 e067 e0e7 e067 e0e3 e0d0 e052 e0d0 e0e7 e0e9 e005 e00c e020 e03e e0e7 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e026 e0e6 e028 e038 e0e7 e020 e03a e0e3 e0e2 e06a e0e7 e06a e0e3 e0d0 e04f e0d0 e080 e0c6 e0d8 e0e7 e0e9 e000 e00d e020 e03e e051 e0d0 e082 e0c6 e0c8 e0d9
hamfinger2345 hamthumboutmod hamextfingeru hampalml hamforehead hamlrat hamclose hamplus hamsymmpar hamfingerstraightmod hamlargemod hamalternatingmotion hamfinger2345 hamthumboutmod hamextfingeru hampalml hamforehead hamclose hamcirclel hamlargemod hamrepeatfromstart hamplus hamsymmlr hamfinger2345 hamthumboutmod hamindexfinger hamdoublehooked hammiddlefinger hamdoublehooked hamringfinger hamdoublehooked hamextfingeru hampalml hambetween hampalmul hamshouldertop hamclose hamnomotion hamplus hamsymmlr hamfinger2345 hamthumboutmod hamextfingerul hampalmd hamtouch hamshouldertop hamclose hammovel hamsmallmod,anxiety_discorder,e005 e00c e020 e03e e042 e059 e0d0 e0e7 e0e8 e010 e0c7 e0dd e005 e00c e020 e03e e042 e0d0 e096 e0c7 e0d8 e0e7 e0e9 e005 e00c e071 e014 e072 e014 e073 e014 e020 e03e e0e6 e03f e050 e0d0 e0af e0e7 e0e9 e005 e00c e027 e03c e0d1 e050 e0d0 e086 e0c6
hamparbegin hamfinger23 hamthumbacrossmod hamfingerbendmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingeror hampalmu hamparend hamparbegin hampalm hamplus hamindexfinger hammiddlefinger hamfingertip hamparend hammovedo hamtouch,appointment,e0e2 e003 e00d e011 e0e7 e001 e00c e0e3 e0e2 e028 e03c e0e7 e02a e038 e0e3 e0e2 e067 e0e7 e071 e072 e075 e0e3 e090 e0d1
hamsymmpar hamfist hamthumboutmod hamextfingeru hampalmd hambetween hampalml hamtouch hamshoulders hamclose hamnomotion hamplus hamfinger2 hamthumbacrossmod hamfingerbendmod hamextfingerl hampalmd hamforehead hamtouch hammover hamsmallmod hamnomotion hamplus hamsymmpar hamfist hamthumboutmod hamextfingeru hampalmd hambetween hampalml hamtouch hamshoulders hamclose hamnomotion hamplus hamparbegin hamfinger23 hamthumbacrossmod hamplus hamfinger23 hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalml hamplus hamextfingeru hampalmdr hamparend hamparbegin hamchest hamplus hamlrat hamshouldertop hamparend hamnomotion hamplus hamparbegin hamfinger23 hamthumbacrossmod hamplus hamfinger23 hamthumbacrossmod hamparend hamparbegin hamextfingeru hampalmdl hamplus hamextfingerr hampalmr hamparend hamparbegin hamshouldertop hamlrat hamplus hamchest hamparend hammoveu hamsmallmod hamrepeatfromstart,april,e0e8 e000 e00c e020 e03c e0e6 e03e e0d1 e051 e0d0 e0af e0e7 e002 e00d e011 e026 e03c e042 e0d1 e082 e0c6 e0af e0e7 e0e8 e000 e00c e020 e03c e0e6 e03e e0d1 e051 e0d0 e0af e0e7 e0e2 e003 e00d e0e7 e003 e00d e0e3 e0e2 e026 e03e e0e7 e020 e03b e0e3 e0e2 e052 e0e7 e059 e050 e0e3 e0af e0e7 e0e2 e003 e00d e0e7 e003 e00d e0e3 e0e2 e020 e03d e0e7 e022 e03a e0e3 e0e2 e050 e059 e0e7 e052 e0e3 e080 e0c6 e0d8
hamparbegin hamfinger2 hamfingerbendmod hamplus hamfinger2 hamfingerhookmod hamparend hamparbegin hamextfingerul hambetween hamextfingeri hampalmu hamplus hamextfingeru hampalmr hamparend hamparbegin hamhead hamlrat hamplus hamshouldertop hamparend hamplus hamparbegin hamfinger2 hamfingerhookmod hamplus hamfinger2 hamfingerhookmod hamparend hamparbegin hamextfingero hambetween hamextfingerol hampalmd hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamfingermidjoint hamhandback hamplus hamthumb hamfingernail hampalm hamparend hamtouch hamshouldertop hamclose hamnomotion hammovei hamlargemod hamreplace hamfinger2 hamthumboutmod,archery,e0e2 e002 e011 e0e7 e002 e012 e0e3 e0e2 e027 e0e6 e02c e038 e0e7 e020 e03a e0e3 e0e2 e040 e059 e0e7 e050 e0e3 e0e7 e0e2 e002 e012 e0e7 e002 e012 e0e3 e0e2 e029 e0e6 e028 e03c e0e7 e020 e03a e0e3 e0e2 e071 e078 e068 e0e7 e070 e076 e067 e0e3 e0d1 e050 e0d0 e0af e08c e0c7 e0aa e002 e00c
hamfinger2 hamextfingerur hampalml hamshoulders hamlrat hamclose hamnomotion hammoveur hambetween hammover hamrepeatfromstart,archive,e002 e021 e03e e051 e059 e0d0 e0af e081 e0e6 e082 e0d8
hamfinger2 hamextfingero hampalmd hamshoulders hamnomotion hamplus hamflathand hamfingerbendmod hamextfingerd hampalmd hamstomach hamclose hamseqbegin hammoveo hamsmallmod hammovei hamsmallmod hamseqend hamrepeatfromstart,are_you_hungry,e002 e029 e03c e051 e0af e0e7 e001 e011 e024 e03c e053 e0d0 e0e0 e089 e0c6 e08c e0c6 e0e1 e0d8
hamsymmlr hamfinger2345 hamthumboutmod hamextfingeru hampalmd hamshouldertop hamclose hamreplace hamfist hamthumbacrossmod hamextfingeru hampalmd hamreplace hamfinger2345 hamthumboutmod hamextfingeru hampalmd hamshouldertop hamclose hamreplace hamfist hamthumbacrossmod hamextfingeru hampalmd hamplus hamfinger2 hamthumbacrossmod hamextfingeru hambetween hamextfingerur hampalml hamshouldertop hamlrat hamclose,assam,e0e9 e005 e00c e020 e03c e050 e0d0 e0aa e000 e00d e020 e03c e0aa e005 e00c e020 e03c e050 e0d0 e0aa e000 e00d e020 e03c e0e7 e002 e00d e020 e0e6 e021 e03e e050 e059 e0d0
hamsymmlr hamparbegin hamfinger2345 hamthumboutmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingero hampalmu hamplus hamextfingero hampalmu hamparend hamparbegin hamshoulders hamlrbeside hamplus hamlrbeside hamshoulders hamparend hamplus hamparbegin hampinchall hamthumbacrossmod hamplus hamflathand hamthumboutmod hamfingerbendmod hamparend hamparbegin hamextfingeru hampalmu hamplus hamextfingerr hampalmr hamparend hamparbegin hampalm hamplus hamhandback hamparend hamtouch hamshoulders hamclose,assemble,e0e9 e0e2 e005 e00c e0e7 e005 e00c e0e3 e0e2 e029 e038 e0e7 e029 e038 e0e3 e0e2 e051 e058 e0e7 e058 e051 e0e3 e0e7 e0e2 e007 e00d e0e7 e001 e00c e011 e0e3 e0e2 e020 e038 e0e7 e022 e03a e0e3 e0e2 e067 e0e7 e068 e0e3 e0d1 e051 e0d0
hamparbegin hamfinger2 hamfingerstraightmod hamthumbacrossmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hambetween hamextfingerd hampalmd hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hamindexfinger hamfingertip hamparend hamtouch hamchest hamclose hammoveo hamsmallmod hamreplace hamextfingero,assent,e0e2 e002 e010 e00d e0e7 e001 e00c e0e3 e0e2 e028 e0e6 e024 e03c e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e071 e075 e0e3 e0d1 e052 e0d0 e089 e0c6 e0aa e029
hamfinger2 hamextfingeru hampalmd hamchest,atap,e002 e020 e03c e052
hamparbegin hamfinger2 hamfingerstraightmod hamthumbacrossmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hamfingertip hamparend hamclose hamchest hamclose hammoved hamsmallmod hamnomotion hamplus hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingerl hampalmd hamplus hamextfingeru hampalmr hamparend hamparbegin hamlrat hamlowerarm hamplus hamlrat hamshouldertop hamparend,atlast,e0e2 e002 e010 e00d e0e7 e001 e00c e0e3 e0e2 e028 e03c e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e075 e0e3 e0d0 e052 e0d0 e084 e0c6 e0af e0e7 e0e2 e002 e00d e0e7 e000 e00d e0e3 e0e2 e026 e03c e0e7 e020 e03a e0e3 e0e2 e059 e063 e0e7 e059 e050 e0e3
hamsymmlr hamfinger2345 hamthumboutmod hamfingerbendmod hamextfingeru hampalml hamear hamtouch hamnomotion hamplus hamfinger2 hamthumbacrossmod hamextfingerl hampalmd hamhead hamlrat hamclose hamreplace hamextfingerol hampalmd hammoved hamsmallmod hamrepeatfromstart hammover hamsmallmod,audiogram,e0e9 e005 e00c e011 e020 e03e e047 e0d1 e0af e0e7 e002 e00d e026 e03c e040 e059 e0d0 e0aa e028 e03c e084 e0c6 e0d8 e082 e0c6
hamfist hamthumbacrossmod hamextfingero hampalmdl hamstomach hamlrbeside hamarmextended hammoved hamsmallmod hammoveo hamshoulders hamlrbeside,auto_rickshaws,e000 e00d e029 e03d e053 e058 e0d4 e084 e0c6 e089 e051 e058
hamfist hamthumbacrossmod hamextfingero hampalmdl hamstomach hamlrbeside hamnomotion hammoved hamsmallmod hammoveo hamshoulders hamlrbeside,autorickshaw,e000 e00d e029 e03d e053 e058 e0af e084 e0c6 e089 e051 e058
hamparbegin hamflathand hamthumboutmod hamplus hamfinger2 hamparend hamparbegin hamextfingeruo hamplus hamextfingerr hamparend hamparbegin hampalmul hamplus hampalmdr hamparend hamparbegin hamindexfinger hamfingertip hamplus hampalm hamparend hamtouch hamshoulders hammoved hamzigzag hamlargemod hamfast,axe,e0e2 e001 e00c e0e7 e002 e0e3 e0e2 e031 e0e7 e022 e0e3 e0e2 e03f e0e7 e03b e0e3 e0e2 e071 e075 e0e7 e067 e0e3 e0d1 e051 e084 e0be e0c7 e0c8
hamparbegin hamflathand hamplus hamflathand hamparend hamparbegin hamextfingerl hampalmd hamplus hamextfingeru hampalmr hamparend hamparbegin hamthumbball hamplus hammiddlefinger hamfingertip hamparend hamtouch hamshoulders,axis,e0e2 e001 e0e7 e001 e0e3 e0e2 e026 e03c e0e7 e020 e03a e0e3 e0e2 e066 e0e7 e072 e075 e0e3 e0d1 e051
hamsymmlr hamfinger2345 hamthumboutmod hamfingerbendmod hamextfingeru hampalml hamshoulders hammovel hamchest hammoveo,b_ball,e0e9 e005 e00c e011 e020 e03e e051 e086 e052 e089
hamparbegin hamfinger2345 hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerul hampalml hamplus hamextfingeru hampalmu hamparend hamparbegin hamhandback hamplus hampalm hamparend hamclose hamchest hamclose hammoveur hamrepeatfromstart,background,e0e2 e005 e00c e0e7 e001 e00c e0e3 e0e2 e027 e03e e0e7 e020 e038 e0e3 e0e2 e068 e0e7 e067 e0e3 e0d0 e052 e0d0 e081 e0d8
hamfist hamextfingeru hampalmd hamshoulders hamlrat hamparbegin hammoveo hambetween hammoved hamreplace hamfinger2345 hamthumboutmod hamextfingero hampalmd hamparend,bad,e000 e020 e03c e051 e059 e0e2 e089 e0e6 e084 e0aa e005 e00c e029 e03c e0e3
hamparbegin hamfist hamthumboutmod hamplus hamfist hamthumboutmod hamparend hamparbegin hamextfingerol hambetween hamextfingeru hampalmd hamplus hamextfingeror hampalmu hamparend hamparbegin hamthumbball hamplus hamthumbball hamparend hamtouch hamplus hamfist hamextfingeru hampalmdl hamshouldertop hamlrat hamclose hammovedl hamplus hamparbegin hamfinger2 hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalmu hamplus hamextfingeror hampalmu hamparend hamparbegin hamindexfinger hamfingermidjoint hamplus hamindexfinger hamfingernail hamparend hamtouch,bail,e0e2 e000 e00c e0e7 e000 e00c e0e3 e0e2 e028 e0e6 e020 e03c e0e7 e02a e038 e0e3 e0e2 e066 e0e7 e066 e0e3 e0d1 e0e7 e000 e020 e03d e050 e059 e0d0 e085 e0e7 e0e2 e002 e00c e0e7 e001 e00c e0e3 e0e2 e028 e038 e0e7 e02a e038 e0e3 e0e2 e071 e078 e0e7 e071 e076 e0e3 e0d1
hamfinger23spread hamthumbacrossmod hamextfingeru hampalmd hamchest hamclose,2,e004 e00d e020 e03c e052 e0d0
hamfinger2345 hamthumbacrossmod hamextfingeru hampalmd hamchest hamclose hammoveo hamsmallmod,4,e005 e00d e020 e03c e052 e0d0 e089 e0c6
hamfinger2345 hamthumbacrossmod hamextfingeru hampalmd hamshoulders hamlrat hamclose hammoveo hamsmallmod hamplus hamparbegin hamfist hamthumbacrossmod hamplus hamfist hamthumbacrossmod hamparend hamparbegin hamextfingero hampalml hamplus hamextfingero hampalmr hamparend hamparbegin hamindexfinger hamfingermidjoint hamplus hampinkyside hamparend hamtouch hamshoulders hamclose,4g,e005 e00d e020 e03c e051 e059 e0d0 e089 e0c6 e0e7 e0e2 e000 e00d e0e7 e000 e00d e0e3 e0e2 e029 e03e e0e7 e029 e03a e0e3 e0e2 e071 e078 e0e7 e06a e0e3 e0d1 e051 e0d0
hamsymmlr hamparbegin hamfist hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hambetween hamextfingerl hampalml hamplus hamextfingerr hampalmu hamparend hamparbegin hampalm hamplus hampinkyside hamparend hamtouch hammoveo hamplus hamcee12 hamextfingeru hampalml hamhead hamlrat hamclose hamplus hamcee12 hamextfingeror hampalml hamstomach hamlrat hamclose,Assistant,e0e9 e0e2 e000 e00c e0e7 e001 e00c e0e3 e0e2 e028 e0e6 e026 e03e e0e7 e022 e038 e0e3 e0e2 e067 e0e7 e06a e0e3 e0d1 e089 e0e7 e009 e020 e03e e040 e059 e0d0 e0e7 e009 e02a e03e e053 e059 e0d0
hamsymmlr hampinch12open hamextfingeru hampalml hamparbegin hamfingertip hamthumb hamindexfinger hamplus hamfingertip hamthumb hamindexfinger hamparend hamtouch hamchest hamclose,B,e0e9 e008 e020 e03e e0e2 e075 e070 e071 e0e7 e075 e070 e071 e0e3 e0d1 e052 e0d0
hamfinger2345 hamthumboutmod hamfingerhookmod hamextfingeru hampalmd hamshoulders,Bent-Five,e005 e00c e012 e020 e03c e051
hamflathand hamfingerstraightmod hamextfingeru hampalml hamchest,Bent,e001 e010 e020 e03e e052
hamfinger2345 hamthumbacrossmod hamfingerhookmod hamextfingeru hampalmd hamshoulders hamlrat,Claw,e005 e00d e012 e020 e03c e051 e059
hamfinger23 hamthumbacrossmod hamextfingeru hampalmd hamshoulders hamlrat,Closed-Two,e003 e00d e020 e03c e051 e059
hamsymmlr hamfinger2345 hamthumboutmod hambetween hamfinger2345 hamthumboutmod hamfingerbendmod hamextfingero hambetween hamextfingeruo hampalmd hamparbegin hamfingerside hamthumb hamplus hamfingerside hamthumb hamparend hamclose hamfingerplay,Computer,e0e9 e005 e00c e0e6 e005 e00c e011 e029 e0e6 e031 e03c e0e2 e07a e070 e0e7 e07a e070 e0e3 e0d0 e0a4
hampinch12 hamparbegin hamextfingero hambetween hamextfingerul hampalmd hambetween hampalml hamplus hamextfingero hambetween hamextfingerur hampalmu hambetween hampalmr hamparend hamparbegin hamindexfinger hamfingertip hamplus hamindexfinger hamfingertip hamparend hamclose hamchest hamseqbegin hammoved hamparbegin hamindexfinger hamfingertip hamplus hamindexfinger hamfingertip hamparend hamtouch hamseqend hamplus hamsymmlr hamfingerstraightmod hamalternatingmotion hamcee12 hammiddlefinger hamfingerbendmod hamextfingero hampalmu hamshoulders hammovedr hamslow hammover hamslow hamalternatingmotion,Diwali,e006 e0e2 e029 e0e6 e027 e03c e0e6 e03e e0e7 e029 e0e6 e021 e038 e0e6 e03a e0e3 e0e2 e071 e075 e0e7 e071 e075 e0e3 e0d0 e052 e0e0 e084 e0e2 e071 e075 e0e7 e071 e075 e0e3 e0d1 e0e1 e0e7 e0e9 e010 e0dd e009 e072 e011 e029 e038 e051 e083 e0c9 e082 e0c9 e0dd
hamparbegin hamfinger2 hamthumbacrossmod hamplus hamfinger2345 hamthumboutmod hamparend hamparbegin hamextfingerol hampalmdl hamplus hamextfingeror hampalmdr hamparend hamparbegin hamfingertip hamindexfinger hamplus hamfingertip hamindexfinger hamparend haminterlock hamlrat hamchest hambetween hamchest,E,e0e2 e002 e00d e0e7 e005 e00c e0e3 e0e2 e028 e03d e0e7 e02a e03b e0e3 e0e2 e075 e071 e0e7 e075 e071 e0e3 e0d2 e059 e052 e0e6 e052
hamflathand hamextfingeru hampalmu hamforehead hamtouch hamplus hamflathand hamindexfinger hamfingernail hammiddlefinger hamextfingerl hampalml hamforehead hamtouch hammover hamplus hampinchall hamthumbacrossmod hamfingerstraightmod hamextfingeru hampalmu hamshouldertop hamlrat hamclose hamreplace hamfinger2345 hamthumboutmod hamextfingeru hampalmdl hamshouldertop hamlrat hamclose,Forgot,e001 e020 e038 e042 e0d1 e0e7 e001 e071 e076 e072 e026 e03e e042 e0d1 e082 e0e7 e007 e00d e010 e020 e038 e050 e059 e0d0 e0aa e005 e00c e020 e03d e050 e059 e0d0
hamfinger2345 hamthumboutmod hamextfingeru hampalmu hamcheek hamlrat hamtouch hamplus hamsymmlr hamfist hamextfingeru hampalml hamshoulders hammovei hamrepeatfromstart,Freeze,e005 e00c e020 e038 e049 e059 e0d1 e0e7 e0e9 e000 e020 e03e e051 e08c e0d8
hamflathand hamfingerbendmod hamthumboutmod hamextfingeru hampalml hamshoulders,Full-C,e001 e011 e00c e020 e03e e051
hamfist hamparbegin hamextfingerol hampalml hamplus hamextfingeror hampalmr hamparend hamparbegin hamshoulders hambetween hamchest hamplus hamchest hambetween hamstomach hamparend hammoved hamsmallmod hamparbegin hamthumbside hamplus hampinkyside hamparend hamtouch,G,e000 e0e2 e028 e03e e0e7 e02a e03a e0e3 e0e2 e051 e0e6 e052 e0e7 e052 e0e6 e053 e0e3 e084 e0c6 e0e2 e069 e0e7 e06a e0e3 e0d1
hamfinger2 hamfingerbendmod hamthumbacrossmod hamextfingeru hampalmdl hamforehead hamclose hammovei hamrepeatfromstart,Gujrat,e002 e011 e00d e020 e03d e042 e0d0 e08c e0d8
hamfinger2 hamfingerbendmod hamthumbacrossmod hamextfingeru hampalmdl hamforehead hamclose hammovei hamrepeatfromstart hamplus hamfinger2 hamthumbacrossmod hamextfingerl hampalmd hamchest hamclose hamplus hamsymmlr hamparbegin hamfinger2 hamthumbopenmod hamplus hamfinger2 hamthumbopenmod hamparend hamparbegin hamextfingeru hampalmdl hamplus hamextfingeru hampalmdr hamparend hamshoulders hamclose,Gujrati,e002 e011 e00d e020 e03d e042 e0d0 e08c e0d8 e0e7 e002 e00d e026 e03c e052 e0d0 e0e7 e0e9 e0e2 e002 e00e e0e7 e002 e00e e0e3 e0e2 e020 e03d e0e7 e020 e03b e0e3 e051 e0d0
hamfinger2 hamthumbacrossmod hamextfingeru hampalml hamlips hamtouch hamplus hamsymmpar hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingeru hampalml hamplus hamextfingeru hampalmr hamparend hamparbegin hamindexfinger hamplus hampinkyside hamparend hamtouch hamlips hamclose,Hide,e002 e00d e020 e03e e04a e0d1 e0e7 e0e8 e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e020 e03e e0e7 e020 e03a e0e3 e0e2 e071 e0e7 e06a e0e3 e0d1 e04a e0d0
hamparbegin hamflathand hamthumboutmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerl hampalmd hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hamhandback hamparend hamtouch hamshoulders hamclose hammoveo hamplus hamsymmlr hamfist hamextfingeru hampalml hamshoulders hamclose hammovei hamrepeatfromstart,Himachal,e0e2 e001 e00c e0e7 e001 e00c e0e3 e0e2 e026 e03c e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e068 e0e3 e0d1 e051 e0d0 e089 e0e7 e0e9 e000 e020 e03e e051 e0d0 e08c e0d8
hamparbegin hamfinger23 hamthumbacrossmod hamfingerhookmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerl hampalmd hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hamindexfinger hamfingerpad hamparend hamtouch hamchest hamclose hamplus hamparbegin hamfinger23 hamfingerstraightmod hamthumbacrossmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingero hampalmu hamparend hamparbegin hampalm hamplus hamindexfinger hamfingerpad hamparend hamtouch hamchest hamclose hammoveu hamplus hamparbegin hamfinger23 hamfingerstraightmod hamthumbacrossmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingero hampalmu hamparend hamparbegin hammiddlefinger hamfingermidjoint hampalm hamplus hamindexfinger hamfingerpad hamparend hamtouch hamchest hamclose hammoveu,Hop,e0e2 e003 e00d e012 e0e7 e001 e00c e0e3 e0e2 e026 e03c e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e071 e077 e0e3 e0d1 e052 e0d0 e0e7 e0e2 e003 e010 e00d e0e7 e001 e00c e0e3 e0e2 e028 e03c e0e7 e029 e038 e0e3 e0e2 e067 e0e7 e071 e077 e0e3 e0d1 e052 e0d0 e080 e0e7 e0e2 e003 e010 e00d e0e7 e001 e00c e0e3 e0e2 e028 e03c e0e7 e029 e038 e0e3 e0e2 e072 e078 e067 e0e7 e071 e077 e0e3 e0d1 e052 e0d0 e080
hamsymmlr hamcee12 hamextfingerl hampalml hamchest hamclose hammovei hamrepeatfromstart hamplus hamsymmlr hamcee12 hamextfingerl hampalml hamstomach hamclose hamcircledl hamrepeatfromstart,Horse_Cart,e0e9 e009 e026 e03e e052 e0d0 e08c e0d8 e0e7 e0e9 e009 e026 e03e e053 e0d0 e09b e0d8
hamfinger23spread hamthumbacrossmod hamextfingerl hampalmd hamlrat hamshoulders hamclose hamplus hamfinger23spread hamthumbacrossmod hamfingerbendmod hamextfingerl hampalml hamlrat hamchest hamclose hammoved hamplus hamfinger2345 hamthumboutmod hamfingerbendmod hamextfingerol hampalmd hamlrat hamshoulders hamclose,Hospital,e004 e00d e026 e03c e059 e051 e0d0 e0e7 e004 e00d e011 e026 e03e e059 e052 e0d0 e084 e0e7 e005 e00c e011 e028 e03c e059 e051 e0d0
hamparbegin hamfinger2 hamthumbacrossmod hamplus hamflathand hamthumboutmod hamparend hamparbegin hamextfingerol hampalmd hamplus hamextfingeror hampalmu hambetween hampalmur hamparend hamparbegin hampalm hamplus hamfingerpad hamindexfinger hamparend hamtouch hamchest hamclose,L,e0e2 e002 e00d e0e7 e001 e00c e0e3 e0e2 e028 e03c e0e7 e02a e038 e0e6 e039 e0e3 e0e2 e067 e0e7 e077 e071 e0e3 e0d1 e052 e0d0
hamfinger2 hamthumbacrossmod hamextfingeru hampalmur hameyebrows hamclose hamreplace hamfinger2 hamthumbacrossmod hamextfingeru hampalmdl hamforehead hamclose,Marathi,e002 e00d e020 e039 e043 e0d0 e0aa e002 e00d e020 e03d e042 e0d0
hamsymmlr hamfinger2345 hamthumboutmod hamextfingero hampalmd hamchin hamclose hamparbegin hammoved hamslow hamfingerplay hamparend hamfingerplay,Rain,e0e9 e005 e00c e029 e03c e04d e0d0 e0e2 e084 e0c9 e0a4 e0e3 e0a4
